Constituent,predID,CampaignNum,Conc,Day,DOY
NPOC..mg.C.L.,P2,39,0.13918370115991932,1171.72,75.97000000000003
NPOC..mg.C.L.,P2,40,0.31604063970563845,1202.16,106.41000000000008
NPOC..mg.C.L.,P2,41,1.1139801515670165,1232.6000000000001,136.85000000000014
NPOC..mg.C.L.,P2,42,0.8409048478909908,1263.04,167.28999999999996
NPOC..mg.C.L.,P2,43,6.033081603613082,1293.48,197.73000000000002
NPOC..mg.C.L.,P2,44,4.5093162494840495,1323.92,228.17000000000007
NPOC..mg.C.L.,P2,45,2.7461913240084876,1354.3600000000001,258.6100000000001
NPOC..mg.C.L.,P2,46,2.055390765521541,1384.8,289.04999999999995
NPOC..mg.C.L.,P2,47,1.255424988818141,1415.24,319.49
NPOC..mg.C.L.,P2,48,0.5150994803678901,1445.68,349.93000000000006
NPOC..mg.C.L.,P2,49,0.12642829396678595,1476.1200000000001,15.120000000000118
NPOC..mg.C.L.,P2,50,0.1140493001910972,1506.5600000000002,45.56000000000017
NPOC..mg.C.L.,P2,51,0.10612663174871888,1537,76
NPOC..mg.C.L.,P2,52,0.20715388447016228,1567.44,106.44000000000005
NPOC..mg.C.L.,P2,53,0.8138516124919739,1597.88,136.8800000000001
NPOC..mg.C.L.,P2,54,6.367542643835133,1628.3200000000002,167.32000000000016
NPOC..mg.C.L.,P2,55,1.9558021880665923,1658.76,197.76
NPOC..mg.C.L.,P2,56,4.819978617481854,1689.2,228.20000000000005
NPOC..mg.C.L.,P2,57,4.0021439458403565,1719.64,258.6400000000001
NPOC..mg.C.L.,P2,58,2.439767962641142,1750.0800000000002,289.08000000000015
NPOC..mg.C.L.,P2,59,0.7926294429990212,1780.52,319.52
NPOC..mg.C.L.,P2,60,0.2647743132910629,1810.96,349.96000000000004
NPOC..mg.C.L.,P3,1,0.2155569644060579,15,15
NPOC..mg.C.L.,P3,2,0.14690508038773264,45.44,45.44
NPOC..mg.C.L.,P3,3,0.3030091889775404,75.88,75.88
NPOC..mg.C.L.,P3,4,0.20723537212414053,106.32000000000001,106.32000000000001
NPOC..mg.C.L.,P3,5,0.6244368900852519,136.76,136.76
NPOC..mg.C.L.,P3,6,3.379775550507557,167.20000000000002,167.20000000000002
NPOC..mg.C.L.,P3,7,5.072695188396063,197.64000000000001,197.64000000000001
NPOC..mg.C.L.,P3,8,5.333744652951124,228.08,228.08
NPOC..mg.C.L.,P3,9,3.8137551919613557,258.52,258.52
NPOC..mg.C.L.,P3,10,1.0348046983295391,288.96000000000004,288.96000000000004
NPOC..mg.C.L.,P3,11,0.49489111408886,319.40000000000003,319.40000000000003
NPOC..mg.C.L.,P3,12,0.19461768405255736,349.84000000000003,349.84000000000003
NPOC..mg.C.L.,P3,13,0.11280292112029487,380.28000000000003,15.03000000000003
NPOC..mg.C.L.,P3,14,0.09060943692861881,410.72,45.47000000000003
NPOC..mg.C.L.,P3,15,0.18171333804840523,441.16,75.910000000000025
NPOC..mg.C.L.,P3,16,0.24487824712049056,471.6,106.35000000000002
NPOC..mg.C.L.,P3,17,0.5170232934045571,502.04,136.79000000000002
NPOC..mg.C.L.,P3,18,0.7332615966967806,532.48,167.23000000000002
NPOC..mg.C.L.,P3,19,2.5146247868093026,562.9200000000001,197.67000000000007
NPOC..mg.C.L.,P3,20,4.930816426031316,593.36,228.11
NPOC..mg.C.L.,P3,21,1.7975498479763479,623.8000000000001,258.55000000000007
NPOC..mg.C.L.,P3,22,2.8662882387313697,654.24,288.99
NPOC..mg.C.L.,P3,23,0.388066908540881,684.6800000000001,319.43000000000006
NPOC..mg.C.L.,P3,24,0.2541687607190659,715.12,349.87
NPOC..mg.C.L.,P3,25,0.2824227052424493,745.5600000000001,15.06000000000006
NPOC..mg.C.L.,P3,26,0.10661577286684984,776,45.5
NPOC..mg.C.L.,P3,27,0.23503115685507522,806.44,75.94000000000005
NPOC..mg.C.L.,P3,28,0.38749525509031857,836.88,106.38
NPOC..mg.C.L.,P3,29,0.8806877357555292,867.32,136.82000000000005
NPOC..mg.C.L.,P3,30,1.2927459912964632,897.76,167.26
NPOC..mg.C.L.,P3,31,3.53143839960678,928.2,197.70000000000005
NPOC..mg.C.L.,P3,32,2.8868832611612447,958.64,228.14
NPOC..mg.C.L.,P3,33,2.2093468603402,989.08,258.58000000000004
NPOC..mg.C.L.,P3,34,1.9357384549566221,1019.5200000000001,289.0200000000001
NPOC..mg.C.L.,P3,35,0.5958406001387841,1049.96,319.46000000000004
NPOC..mg.C.L.,P3,36,0.28393841282832943,1080.4,349.9000000000001
NPOC..mg.C.L.,P3,37,0.13307966267957225,1110.8400000000001,15.090000000000146
NPOC..mg.C.L.,P3,38,0.12085303591448385,1141.28,45.52999999999997
NPOC..mg.C.L.,P3,39,0.13850135158570256,1171.72,75.97000000000003
NPOC..mg.C.L.,P3,40,0.3839132603165084,1202.16,106.41000000000008
NPOC..mg.C.L.,P3,41,0.9171544627501426,1232.6000000000001,136.85000000000014
NPOC..mg.C.L.,P3,42,1.1147080467356107,1263.04,167.28999999999996
NPOC..mg.C.L.,P3,43,5.7830670733386205,1293.48,197.73000000000002
NPOC..mg.C.L.,P3,44,3.6841865354727488,1323.92,228.17000000000007
NPOC..mg.C.L.,P3,45,2.559483046377919,1354.3600000000001,258.6100000000001
NPOC..mg.C.L.,P3,46,2.1087403097439776,1384.8,289.04999999999995
NPOC..mg.C.L.,P3,47,1.62220065963357,1415.24,319.49
NPOC..mg.C.L.,P3,48,0.6198129072846216,1445.68,349.93000000000006
NPOC..mg.C.L.,P3,49,0.13981515713854822,1476.1200000000001,15.120000000000118
NPOC..mg.C.L.,P3,50,0.11997882946684287,1506.5600000000002,45.56000000000017
NPOC..mg.C.L.,P3,51,0.08669635020937612,1537,76
NPOC..mg.C.L.,P3,52,0.26988725185840473,1567.44,106.44000000000005
NPOC..mg.C.L.,P3,53,1.2326249991012417,1597.88,136.8800000000001
NPOC..mg.C.L.,P3,54,5.631374601693928,1628.3200000000002,167.32000000000016
NPOC..mg.C.L.,P3,55,3.153316452013372,1658.76,197.76
NPOC..mg.C.L.,P3,56,6.618637799785615,1689.2,228.20000000000005
NPOC..mg.C.L.,P3,57,3.2835829269021257,1719.64,258.6400000000001
NPOC..mg.C.L.,P3,58,2.373219656113181,1750.0800000000002,289.08000000000015
NPOC..mg.C.L.,P3,59,0.6068423358078018,1780.52,319.52
NPOC..mg.C.L.,P3,60,0.21373507845474418,1810.96,349.96000000000004
NPOC..mg.C.L.,P4,1,0.16842843412061148,15,15
NPOC..mg.C.L.,P4,2,0.16659950821298244,45.44,45.44
NPOC..mg.C.L.,P4,3,0.17631346523730146,75.88,75.88
NPOC..mg.C.L.,P4,4,0.3670635644884879,106.32000000000001,106.32000000000001
NPOC..mg.C.L.,P4,5,0.8325697980031925,136.76,136.76
NPOC..mg.C.L.,P4,6,3.9730574704436794,167.20000000000002,167.20000000000002
NPOC..mg.C.L.,P4,7,4.8609882869461165,197.64000000000001,197.64000000000001
NPOC..mg.C.L.,P4,8,4.885427127722459,228.08,228.08
NPOC..mg.C.L.,P4,9,2.9858975387555864,258.52,258.52
NPOC..mg.C.L.,P4,10,1.0706047287515987,288.96000000000004,288.96000000000004
NPOC..mg.C.L.,P4,11,0.6022771280903004,319.40000000000003,319.40000000000003
NPOC..mg.C.L.,P4,12,0.23366301750830373,349.84000000000003,349.84000000000003
NPOC..mg.C.L.,P4,13,0.12900268067049353,380.28000000000003,15.03000000000003
NPOC..mg.C.L.,P4,14,0.06829808143804046,410.72,45.47000000000003
NPOC..mg.C.L.,P4,15,0.11525365794939657,441.16,75.910000000000025
NPOC..mg.C.L.,P4,16,0.24647331577366996,471.6,106.35000000000002
NPOC..mg.C.L.,P4,17,0.46372546951341415,502.04,136.79000000000002
NPOC..mg.C.L.,P4,18,0.7696709830994573,532.48,167.23000000000002
NPOC..mg.C.L.,P4,19,3.2886235090170675,562.9200000000001,197.67000000000007
NPOC..mg.C.L.,P4,20,1.9384195367408532,593.36,228.11
NPOC..mg.C.L.,P4,21,1.711099989380557,623.8000000000001,258.55000000000007
NPOC..mg.C.L.,P4,22,4.418139630996053,654.24,288.99
NPOC..mg.C.L.,P4,23,0.3329212897744759,684.6800000000001,319.43000000000006
NPOC..mg.C.L.,P4,24,0.272320695864688,715.12,349.87
NPOC..mg.C.L.,P4,25,0.19377501774927494,745.5600000000001,15.06000000000006
NPOC..mg.C.L.,P4,26,0.13095929475754883,776,45.5
NPOC..mg.C.L.,P4,27,0.1727887463018123,806.44,75.94000000000005
NPOC..mg.C.L.,P4,28,0.5285911705696218,836.88,106.38
NPOC..mg.C.L.,P4,29,0.8549778354884539,867.32,136.82000000000005
NPOC..mg.C.L.,P4,30,1.5316676821624209,897.76,167.26
NPOC..mg.C.L.,P4,31,3.8857607224484325,928.2,197.70000000000005
NPOC..mg.C.L.,P4,32,2.6206186270819263,958.64,228.14
NPOC..mg.C.L.,P4,33,2.2862886480041564,989.08,258.58000000000004
NPOC..mg.C.L.,P4,34,1.471509196201649,1019.5200000000001,289.0200000000001
NPOC..mg.C.L.,P4,35,0.8953952476895488,1049.96,319.46000000000004
NPOC..mg.C.L.,P4,36,0.2264492503075625,1080.4,349.9000000000001
NPOC..mg.C.L.,P4,37,0.11915546143023356,1110.8400000000001,15.090000000000146
NPOC..mg.C.L.,P4,38,0.11090928287908004,1141.28,45.52999999999997
NPOC..mg.C.L.,P4,39,0.13307371709064045,1171.72,75.97000000000003
NPOC..mg.C.L.,P4,40,0.5180442233007541,1202.16,106.41000000000008
NPOC..mg.C.L.,P4,41,1.1864388734376095,1232.6000000000001,136.85000000000014
NPOC..mg.C.L.,P4,42,0.9928923064579288,1263.04,167.28999999999996
NPOC..mg.C.L.,P4,43,4.776604012918723,1293.48,197.73000000000002
NPOC..mg.C.L.,P4,44,5.207037465184875,1323.92,228.17000000000007
NPOC..mg.C.L.,P4,45,2.009402361169428,1354.3600000000001,258.6100000000001
NPOC..mg.C.L.,P4,46,1.6738950901140217,1384.8,289.04999999999995
NPOC..mg.C.L.,P4,47,0.8941980127136251,1415.24,319.49
NPOC..mg.C.L.,P4,48,0.904845263793213,1445.68,349.93000000000006
NPOC..mg.C.L.,P4,49,0.12186349970390671,1476.1200000000001,15.120000000000118
NPOC..mg.C.L.,P4,50,0.12126145847379217,1506.5600000000002,45.56000000000017
NPOC..mg.C.L.,P4,51,0.09021571206280195,1537,76
NPOC..mg.C.L.,P4,52,0.2615328541202431,1567.44,106.44000000000005
NPOC..mg.C.L.,P4,53,1.3235007864161243,1597.88,136.8800000000001
NPOC..mg.C.L.,P4,54,4.2201896301960895,1628.3200000000002,167.32000000000016
NPOC..mg.C.L.,P4,55,3.673356855243494,1658.76,197.76
NPOC..mg.C.L.,P4,56,9.201043687482896,1689.2,228.20000000000005
NPOC..mg.C.L.,P4,57,3.293083928463401,1719.64,258.6400000000001
NPOC..mg.C.L.,P4,58,1.9294509255638794,1750.0800000000002,289.08000000000015
NPOC..mg.C.L.,P4,59,1.0149233495919647,1780.52,319.52
NPOC..mg.C.L.,P4,60,0.15145976941606362,1810.96,349.96000000000004
NPOC..mg.C.L.,P5,1,0.19134529367966738,15,15
NPOC..mg.C.L.,P5,2,0.11498615232050954,45.44,45.44
NPOC..mg.C.L.,P5,3,0.1470487220198044,75.88,75.88
NPOC..mg.C.L.,P5,4,0.47591958986337857,106.32000000000001,106.32000000000001
NPOC..mg.C.L.,P5,5,1.1859188089511126,136.76,136.76
NPOC..mg.C.L.,P5,6,3.580985421831755,167.20000000000002,167.20000000000002
NPOC..mg.C.L.,P5,7,3.8413693398944995,197.64000000000001,197.64000000000001
NPOC..mg.C.L.,P5,8,4.360020440105747,228.08,228.08
NPOC..mg.C.L.,P5,9,2.2117243942376303,258.52,258.52
NPOC..mg.C.L.,P5,10,1.2250815084704365,288.96000000000004,288.96000000000004
NPOC..mg.C.L.,P5,11,0.7456785824330489,319.40000000000003,319.40000000000003
NPOC..mg.C.L.,P5,12,0.2818662855612439,349.84000000000003,349.84000000000003
NPOC..mg.C.L.,P5,13,0.15649244961393624,380.28000000000003,15.03000000000003
NPOC..mg.C.L.,P5,14,0.08139885837709371,410.72,45.47000000000003
NPOC..mg.C.L.,P5,15,0.15359630869717622,441.16,75.910000000000025
NPOC..mg.C.L.,P5,16,0.18105547389315022,471.6,106.35000000000002
NPOC..mg.C.L.,P5,17,0.534827188947037,502.04,136.79000000000002
NPOC..mg.C.L.,P5,18,1.2099670587045177,532.48,167.23000000000002
NPOC..mg.C.L.,P5,19,3.960403085492013,562.9200000000001,197.67000000000007
NPOC..mg.C.L.,P5,20,3.3807531865314875,593.36,228.11
NPOC..mg.C.L.,P5,21,1.98407984814991,623.8000000000001,258.55000000000007
NPOC..mg.C.L.,P5,22,2.5131718027718426,654.24,288.99
NPOC..mg.C.L.,P5,23,0.4426020574141666,684.6800000000001,319.43000000000006
NPOC..mg.C.L.,P5,24,0.29066007394138443,715.12,349.87
NPOC..mg.C.L.,P5,25,0.18114242539487344,745.5600000000001,15.06000000000006
NPOC..mg.C.L.,P5,26,0.13174513717430358,776,45.5
NPOC..mg.C.L.,P5,27,0.18958886952751855,806.44,75.94000000000005
NPOC..mg.C.L.,P5,28,0.659369580094173,836.88,106.38
NPOC..mg.C.L.,P5,29,0.6093068725101186,867.32,136.82000000000005
NPOC..mg.C.L.,P5,30,1.251076795654549,897.76,167.26
NPOC..mg.C.L.,P5,31,3.5021155954075405,928.2,197.70000000000005
NPOC..mg.C.L.,P5,32,2.67019962700356,958.64,228.14
NPOC..mg.C.L.,P5,33,2.6005437185938565,989.08,258.58000000000004
NPOC..mg.C.L.,P5,34,1.7842922682733373,1019.5200000000001,289.0200000000001
NPOC..mg.C.L.,P5,35,0.677812582989951,1049.96,319.46000000000004
NPOC..mg.C.L.,P5,36,0.17610711209374258,1080.4,349.9000000000001
NPOC..mg.C.L.,P5,37,0.08475428695996257,1110.8400000000001,15.090000000000146
NPOC..mg.C.L.,P5,38,0.11818037654081864,1141.28,45.52999999999997
NPOC..mg.C.L.,P5,39,0.16146637281363932,1171.72,75.97000000000003
NPOC..mg.C.L.,P5,40,0.6265941683967908,1202.16,106.41000000000008
NPOC..mg.C.L.,P5,41,1.130464721700192,1232.6000000000001,136.85000000000014
NPOC..mg.C.L.,P5,42,1.6447017834259916,1263.04,167.28999999999996
NPOC..mg.C.L.,P5,43,3.512345425129203,1293.48,197.73000000000002
NPOC..mg.C.L.,P5,44,5.200666759525296,1323.92,228.17000000000007
NPOC..mg.C.L.,P5,45,4.371172548753481,1354.3600000000001,258.6100000000001
NPOC..mg.C.L.,P5,46,1.4808094239387508,1384.8,289.04999999999995
NPOC..mg.C.L.,P5,47,0.772029013294149,1415.24,319.49
NPOC..mg.C.L.,P5,48,0.48404509847696303,1445.68,349.93000000000006
NPOC..mg.C.L.,P5,49,0.13393361581091276,1476.1200000000001,15.120000000000118
NPOC..mg.C.L.,P5,50,0.09824180256811052,1506.5600000000002,45.56000000000017
NPOC..mg.C.L.,P5,51,0.10269750903859254,1537,76
NPOC..mg.C.L.,P5,52,0.28631729329903643,1567.44,106.44000000000005
NPOC..mg.C.L.,P5,53,1.0503173973185846,1597.88,136.8800000000001
NPOC..mg.C.L.,P5,54,4.205524522261641,1628.3200000000002,167.32000000000016
NPOC..mg.C.L.,P5,55,4.372808364761816,1658.76,197.76
NPOC..mg.C.L.,P5,56,8.391419964338242,1689.2,228.20000000000005
NPOC..mg.C.L.,P5,57,4.308803169331597,1719.64,258.6400000000001
NPOC..mg.C.L.,P5,58,1.8033944172118646,1750.0800000000002,289.08000000000015
NPOC..mg.C.L.,P5,59,0.6977903908130306,1780.52,319.52
NPOC..mg.C.L.,P5,60,0.22411253255928965,1810.96,349.96000000000004
NPOC..mg.C.L.,P6,1,0.18749348965135593,15,15
NPOC..mg.C.L.,P6,2,0.0793284863050206,45.44,45.44
NPOC..mg.C.L.,P6,3,0.18725627854656338,75.88,75.88
NPOC..mg.C.L.,P6,4,0.41292938940377116,106.32000000000001,106.32000000000001
NPOC..mg.C.L.,P6,5,0.728942442990861,136.76,136.76
NPOC..mg.C.L.,P6,6,2.1977030025945594,167.20000000000002,167.20000000000002
NPOC..mg.C.L.,P6,7,4.409613790747198,197.64000000000001,197.64000000000001
NPOC..mg.C.L.,P6,8,6.563587189351869,228.08,228.08
NPOC..mg.C.L.,P6,9,2.3956748348267687,258.52,258.52
NPOC..mg.C.L.,P6,10,1.1385555548584094,288.96000000000004,288.96000000000004
NPOC..mg.C.L.,P6,11,0.7643289279666129,319.40000000000003,319.40000000000003
NPOC..mg.C.L.,P6,12,0.27703973859259534,349.84000000000003,349.84000000000003
NPOC..mg.C.L.,P6,13,0.16343730661636582,380.28000000000003,15.03000000000003
NPOC..mg.C.L.,P6,14,0.09305360217148875,410.72,45.47000000000003
NPOC..mg.C.L.,P6,15,0.13067333930254998,441.16,75.910000000000025
NPOC..mg.C.L.,P6,16,0.18542609919750197,471.6,106.35000000000002
NPOC..mg.C.L.,P6,17,0.5835975094770487,502.04,136.79000000000002
NPOC..mg.C.L.,P6,18,1.4667218454159927,532.48,167.23000000000002
NPOC..mg.C.L.,P6,19,3.0534185020358087,562.9200000000001,197.67000000000007
NPOC..mg.C.L.,P6,20,5.324370741727593,593.36,228.11
NPOC..mg.C.L.,P6,21,3.362055980939971,623.8000000000001,258.55000000000007
NPOC..mg.C.L.,P6,22,1.7243324969034928,654.24,288.99
NPOC..mg.C.L.,P6,23,0.34431364180479995,684.6800000000001,319.43000000000006
NPOC..mg.C.L.,P6,24,0.32744684398526297,715.12,349.87
NPOC..mg.C.L.,P6,25,0.17142020176286077,745.5600000000001,15.06000000000006
NPOC..mg.C.L.,P6,26,0.10596601554022886,776,45.5
NPOC..mg.C.L.,P6,27,0.15169216479390585,806.44,75.94000000000005
NPOC..mg.C.L.,P6,28,0.5189235542293342,836.88,106.38
NPOC..mg.C.L.,P6,29,0.984081906979204,867.32,136.82000000000005
NPOC..mg.C.L.,P6,30,1.315041720530043,897.76,167.26
NPOC..mg.C.L.,P6,31,4.354024493170137,928.2,197.70000000000005
NPOC..mg.C.L.,P6,32,4.165302130627454,958.64,228.14
NPOC..mg.C.L.,P6,33,3.8917036485396044,989.08,258.58000000000004
NPOC..mg.C.L.,P6,34,2.5949741831376465,1019.5200000000001,289.0200000000001
NPOC..mg.C.L.,P6,35,0.5579719408519863,1049.96,319.46000000000004
NPOC..mg.C.L.,P6,36,0.2547105941824123,1080.4,349.9000000000001
NPOC..mg.C.L.,P6,37,0.10892221969290564,1110.8400000000001,15.090000000000146
NPOC..mg.C.L.,P6,38,0.09588249057167658,1141.28,45.52999999999997
NPOC..mg.C.L.,P6,39,0.16577665269460634,1171.72,75.97000000000003
NPOC..mg.C.L.,P6,40,0.4989730451414414,1202.16,106.41000000000008
NPOC..mg.C.L.,P6,41,0.8046731834996376,1232.6000000000001,136.85000000000014
NPOC..mg.C.L.,P6,42,2.4556438390862145,1263.04,167.28999999999996
NPOC..mg.C.L.,P6,43,3.230982179542346,1293.48,197.73000000000002
NPOC..mg.C.L.,P6,44,5.947757142269673,1323.92,228.17000000000007
NPOC..mg.C.L.,P6,45,4.363369570987453,1354.3600000000001,258.6100000000001
NPOC..mg.C.L.,P6,46,1.5868525879962165,1384.8,289.04999999999995
NPOC..mg.C.L.,P6,47,0.5091665902489233,1415.24,319.49
NPOC..mg.C.L.,P6,48,0.3395286583867969,1445.68,349.93000000000006
NPOC..mg.C.L.,P6,49,0.17747082464168423,1476.1200000000001,15.120000000000118
NPOC..mg.C.L.,P6,50,0.12522828508074504,1506.5600000000002,45.56000000000017
NPOC..mg.C.L.,P6,51,0.1633774683114202,1537,76
NPOC..mg.C.L.,P6,52,0.33578763771769765,1567.44,106.44000000000005
NPOC..mg.C.L.,P6,53,0.9870436245522064,1597.88,136.8800000000001
NPOC..mg.C.L.,P6,54,4.111020674399147,1628.3200000000002,167.32000000000016
NPOC..mg.C.L.,P6,55,3.387950256214924,1658.76,197.76
NPOC..mg.C.L.,P6,56,3.6411592235371724,1689.2,228.20000000000005
